IE_XML_ID;IE_NAME;IE_ACTIVE;IE_DETAIL_TEXT_TYPE;IE-CODE;IE_SORT;IE_TAGS;IP_PROP212;IP_PROP745;IP_PROP794;IP_PROP746;IP_PROP747;IP_PROP748;IP_PROP791;IP_PROP749;IP_PROP750;IP_PROP751;IP_PROP793;IP_PROP780;IP_PROP752;IP_PROP753;IP_PROP754;IP_PROP755;IP_PROP792;IP_PROP756;IP_PROP758;IP_PROP759;IP_PROP789;IP_PROP760;IP_PROP761;IP_PROP762;IP_PROP763;IP_PROP783;IP_PROP784;IP_PROP785;IP_PROP764;IP_PROP765;IP_PROP766;IP_PROP790;IP_PROP767;IP_PROP768;IP_PROP769;IP_PROP770;IP_PROP771;IP_PROP772;IP_PROP773;IP_PROP776;IP_PROP777;IP_PROP787;IP_PROP788;IP_PROP778;IP_PROP779;IC_GROUP0;IC_GROUP1
13692;Автопогрузчики Yale GP15AK;Y;text;avtopogruzchiki-yale-gp15ak;500;;474;1840;;1975;137/1600;2060;;;1070/1070;MAZDA FE;;;2275;;;52;;;;;;;30,8;;1500;;;;апр.98;39/25;;;;17.5/18.5;;;;600/635;;Automat1c;18140;;;;2610;Складская техника;Вилочные погрузчики
13909;Автопогрузчик Yale GP18AK;Y;text;avtopogruzchik-Yale-GP18AK;500;;474;1895;;2010;137/1600;2060;;;1135/1070;MAZDA FE;;;2310;;;52;;;;;;;30,8;;1750;;;;апр.98;33/23;;;;18.5/19.0;;;;600/635;;Automat1c;17100;;;;2865;Складская техника;Вилочные погрузчики
13694;Автопогрузчик Yale GP20AK;Y;text;avtopogruzchik-Yale-GP20AK;500;;474;1915;;2040;137/1600;2060;;;1135/1070;MAZDA FE;;;2350;;;52;;;;;;;30,8;;2000;;;;апр.98;30/21;;;;18.0/19.0;;;;595/635;;Automat1c;17170;;;;3050;Складская техника;Вилочные погрузчики
13910;Автопогрузчик Yale GDP15AK;Y;text;avtopogruzchik-Yale-GDP15AK;500;;474;1840;;1975;150/1400;2060;;;1070/1070;Yanmar 4TNE92;;;2275;;;52;;;;;;;32.8;;1500;;;;апр.59;38/25;;;;17.5/18.0;;;;630/670;;Automat1c;18430;;;;2695;Складская техника;Вилочные погрузчики
13696;Автопогрузчик Yale GDP18AK;Y;text;avtopogruzchik-Yale-GDP18AK;500;;474;1895;;2010;150/1400;2060;;;1135/1070;Yanmar 4TNE92;;;2310;;;52;;;;;;;32.8;;1750;;;;апр.59;33/23;;;;18.0/19.0;;;;620/670;;Automat1c;17390;;;;2945;Складская техника;Вилочные погрузчики
13697;Автопогрузчик Yale GDP20AK;Y;text;avtopogruzchik-Yale-GDP20AK;500;;474;1915;;2040;150/1400;2060;;;1135/1070;Yanmar 4TNE92;;;2350;;;52;;;;;;;32.8;;2000;;;;апр.59;30/21;;;;18.0/19.0;;;;610/670;;Automat1c;17460;;;;3135;Складская техника;Вилочные погрузчики
13698;Автопогрузчик Yale GP25RK;Y;text;avtopogruzchik-Yale-GP25RK;500;;474;2070;;2210;137/1600;2130;;;1160/1140;MAZDA FE;;;2600;;;69;;;;;;;33.8;;2500;;;;апр.98;26/24;;;;18.0/18.5;;;;550/595;;Automat1c;18820;;;;3800;Складская техника;Вилочные погрузчики
13699;Автопогрузчик Yale GDP25RK;Y;text;avtopogruzchik-Yale-GDP25RK;500;;474;2070;;2210;150/1400;2130;;;1160/1140;Yanmar 4TNE92;;;2600;;;69;;;;;;;37.4;;2500;;;;апр.59;27/24;;;;17.5/18.5;;;;590/620;;Automat1c;19830;;;;3880;Складская техника;Вилочные погрузчики
13700;Автопогрузчик Yale GP30TK;Y;text;avtopogruzchik-Yale-GP30TK;500;;474;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Вилочные погрузчики
13701;Автопогрузчик Yale GDP30TK;Y;text;avtopogruzchik-Yale-GDP30TK;500;;474;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Вилочные погрузчики
13702;Автопогрузчик Yale GP35TK;Y;text;avtopogruzchik-Yale-GP35TK;500;;474;2190;;2355;157/1600;2150;;;1235/1140;MAZDA F2;;;2790;;;69;;;;;;;39.7;;3500;;;;апр.84;21/23;;;;17.5/17.5;;;;450/550;;Automat1c;20640;;;;4865;Складская техника;Вилочные погрузчики
13703;Автопогрузчик Yale GDP35TK;Y;text;avtopogruzchik-Yale-GDP35TK;500;;474;2190;;2355;214/1700;2150;;;1235/1140;Yanmar 4TNE98;;;2740;;;69;;;;;;;50.6;;3500;;;;апр.19;25/20;;;;19.5/19.5;;;;495/505;;Automat1c;22980;;;;4940;Складская техника;Вилочные погрузчики
13704;Автопогрузчик Yale UT15 Дизельный;Y;text;avtopogruzchik-Yale-UT15-dizelniy;500;;474;1970;;1970;;2130;;;1080/1500; Yanmar 4TNE92;;;2265;;;;;;;;;;32,8;;1500;;;;апр.59;;;;;14 / 14.5;;;;0.59 / 0.65;;;;;;;2740;Складская техника;Вилочные погрузчики
13705;Автопогрузчик Yale UT18 Дизельный;Y;text;avtopogruzchik-Yale-UT18-dizelniy;500;;474;3810;;2005;;2130;;;1080/1500;Yanmar 4TNE92;;;2300;;;;;;;;;;32,8;;1750;;;;апр.59;40 / 25;;;;14 / 14.5;;;;0.59 / 0.65;;АКПП;24750 / 8160;;;;2930;Складская техника;Вилочные погрузчики
13706;Автопогрузчик Yale UT20 Дизельный;Y;text;avtopogruzchik-Yale-UT20-dizelniy;500;;474;4045;;2175;;2140;;;1155 / 1600;Yanmar 4TNE92;;;2530;;;;;;;;;;32,8;;2000;;;;апр.59;23 / 30;;;;19.9 / 20.4;;;;0.53 / 0.58;;АКПП;13800 / 11250;;;;3440;Складская техника;Вилочные погрузчики
13707;Автопогрузчик Utilev UT25 Дизельный;Y;text;avtopogruzchik-Utilev-UT25-dizelniy;500;;1075;4105;;2235;;2140;;;1155 / 1600;Yanmar 4TNE92;;;2600;;;;;;;;;;32,8;;2500;;;;апр.59;20 / 26;;;;19.7 / 20.2;;;;0.53 / 0.58;;АКПП;13800 / 10700;;;;3765;Складская техника;Вилочные погрузчики
13708;Автопогрузчик Utilev UT30 Дизельный;Y;text;avtopogruzchik-Utilev-UT30-dizelniy;500;;1075;4255;;2375;;2170;;;1225 / 1725;Yanmar 4TNE98;;;2750;;;;;;;;;;44,3;;3000;;;;апр.19;26 / 26;;;;17.06.2018;;;;0.45 / 0.50;;АКПП;20700 / 12100;;;;4255;Складская техника;Вилочные погрузчики
13709;Автопогрузчик Utilev UT35 Дизельный;Y;text;avtopogruzchik-Utilev-UT35-dizelniy;500;;1075;2295;;2415;;2170;;;1225 / 1725;Yanmar 4TNE98;;;2800;;;;;;;;;;44,3;;3500;;;;апр.19;23 / 26;;;;17 / 18;;;;0.35 / 0.38;;АКПП;20700 / 13000;;;;4555;Складская техника;Вилочные погрузчики
13710;Автопогрузчик Utilev UT15 Газ-бензиновый;Y;text;avtopogruzchik-Utilev-UT15-gaz-benzinoviy;500;;1075;3775;;1970;;2130;;;1080/1500;Nissan K21;;;2265;;;;;;;;;;31,5;;1500;;;;апр.65;45 / 28;;;;14 / 14.5;;;;0.47 / 0.51;;АКПП;20100 / 8370;;;;2740;Складская техника;Вилочные погрузчики
13711;Автопогрузчик Utilev UT18 Газ-бензиновый;Y;text;avtopogruzchik-Utilev-UT18-gaz-benzinoviy;500;;1075;3810;;2005;;2130;;;1080/1500;Nissan K21;;;2300;;;;;;;;;;31,5;;1750;;;;апр.65;31 / 25;;;;14 / 14.5;;;;0.47 / 0.51;;АКПП;20100 / 8160;;;;2930;Складская техника;Вилочные погрузчики
13911;Автопогрузчик Utilev UT20 Газ-бензиновый;Y;text;avtopogruzchik-Utilev-UT20-gaz-benzinoviy;500;;1075;4045;;2175;;2140;;;1155 / 1600;Nissan K21;;;2530;;;;;;;;;;31,5;;2000;;;;апр.65;23 / 30;;;;19.8 / 20.3;;;;0.48 / 0.52;;АКПП;14000 / 11250;;;;3440;Складская техника;Вилочные погрузчики
13912;Автопогрузчик Utilev UT25 Газ-бензиновый;Y;text;avtopogruzchik-Utilev-UT25-gaz-benzinoviy;500;;1075;4105;;2235;;2140;;;1155 / 1600;Nissan K21;;;2600;;;;;;;;;;31,5;;2500;;;;60358;20 / 26;;;;19.05.2020;;;;0.48 / 0.52;;АКПП;14000 / 10700;;;;3765;Складская техника;Вилочные погрузчики
13913;Автопогрузчик Utilev UT30 Газ-бензиновый;Y;text;avtopogruzchik-Utilev-UT30-gaz-benzinoviy;500;;1075;4255;;2375;;2170;;;1225 / 1725;Nissan K25;;;2750;;;;;;;;;;38;;3000;;;;апр.88;25 / 26;;;;17.1 / 17.6;;;;0.41 / 0.45;;АКПП;19500 / 12100;;;;4255;Складская техника;Вилочные погрузчики
13715;Автопогрузчик Utilev UT35 Газ-бензиновый;Y;text;avtopogruzchik-Utilev-UT35-gaz-benzinoviy;500;;1075;2295;;2415;;2170;;;1225 / 1725;Nissan K25;;;2800;;;;;;;;;;38;;3500;;;;апр.88;22 / 26;;;;17.1 / 17.6;;;;0.32 / 0.35;;АКПП;19500 / 13000;;;;4555;Складская техника;Вилочные погрузчики
13914;Автопогрузчик Yale GLP40VX5;Y;text;avtopogruzchik-Yale-GLP40VX5;500;;474;;;2570;;2258;;;1402;GM 4.3L;;;2945;;;;;;;;;;77;;4000;;;;июн.02;27.1 / 29.6;;;;18.7 / 19.5;;;;0.61 / 0.62;;Techtronix 100;27600 / 16800;;;;6033;Складская техника;Вилочные погрузчики
13717;Автопогрузчик Yale GLP40VX5;Y;text;avtopogruzchik-Yale-GLP40VX5-2;500;;474;;;2570;;2258;;;1402;GM 4.3L;;;2945;;;;;;;;;;77;;4000;;;;июн.02;32.7 / 29.6;;;;23.4 / 24.4;;;;0.61 / 0.62;;Techtronix 100X;33500 / 16800;;;;6033;Складская техника;Вилочные погрузчики
13718;Автопогрузчик Yale GLP40VX5;Y;text;avtopogruzchik-Yale-GLP40VX5-3;500;;474;;;2570;;2258;;;1402;GM 4.3L;;;2945;;;;;;;;;;77;;4000;;;;июн.02;42.0 / 29.6;;;;21.8 / 22.8;;;;0.61 / 0.62;;Techtronix 200X;44200 / 16800;;;;6033;Складская техника;Вилочные погрузчики
13915;Автопогрузчик Yale GLP40VX6;Y;text;avtopogruzchik-Yale-GLP40VX6;500;;474;;;2599;;2258;;;1402;GM 4.3L;;;2976;;;;;;;;;;77;;4000;;;;июн.02;25.4 / 28.1;;;;18.7 / 19.5;;;;0.61 / 0.62;;Techtronix 100;27500 / 16500;;;;6243;Складская техника;Вилочные погрузчики
13720;Автопогрузчик Yale GLP40VX6;Y;text;avtopogruzchik-Yale-GLP40VX6-2;500;;474;;;2599;;2258;;;1402;GM 4.3L;;;2976;;;;;;;;;;77;;4000;;;;июн.02;30.5 / 28.1;;;;23.3 / 24.4;;;;0.61 / 0.62;;Techtronix 100X;33400 / 16500;;;;6243;Складская техника;Вилочные погрузчики
13721;Автопогрузчик Yale GLP40VX6;Y;text;avtopogruzchik-Yale-GLP40VX6-3;500;;474;;;2599;;2258;;;1402;GM 4.3L;;;2976;;;;;;;;;;77;;4000;;;;июн.02;39.1 / 28.1;;;;21.8 / 22.8;;;;0.61 / 0.62;;Techtronix 200X;44100 / 16500;;;;6243;Складская техника;Вилочные погрузчики
13722;Автопогрузчик Yale GLP45SVX5;Y;text;avtopogruzchik-Yale-GLP45SVX5;500;;474;;;2619;;2258;;;1402;GM 4.3L;;;2997;;;;;;;;;;77;;4500;;;;июн.02;24.8 / 27.1;;;;18.7 / 19.5;;;;0.56 / 0.57;;Techtronix 100;27500 / 16300;;;;6368;Складская техника;Вилочные погрузчики
13723;Автопогрузчик Yale GLP45SVX5;Y;text;avtopogruzchik-Yale-GLP45SVX5-2;500;;474;;;2619;;2258;;;1402;GM 4.3L;;;2997;;;;;;;;;;77;;4500;;;;июн.02;29.8 / 27.1;;;;23.3 / 24.4;;;;0.56 / 0.57;;Techtronix 100X;33400 / 16300;;;;6368;Складская техника;Вилочные погрузчики
13724;Автопогрузчик Yale GLP45SVX5;Y;text;avtopogruzchik-Yale-GLP45SVX5-3;500;;474;;;2619;;2258;;;1402;GM 4.3L;;;2997;;;;;;;;;;77;;4500;;;;июн.02;38.2 / 27.1;;;;21.8 / 22.8;;;;0.56 / 0.57;;Techtronix 200X;44100 / 16300;;;;6368;Складская техника;Вилочные погрузчики
13725;Автопогрузчик Yale GLP45VX6;Y;text;avtopogruzchik-Yale-GLP45VX6;500;;474;;;2837;;2300;;;1450;GM 4.3L;;;3256;;;;;;;;;;77;;4500;;;;июн.02;22.9 / 31.1;;;;18.2 / 18.5;;;;0.56 / 0.57;;Techtronix 100;28100 / 20200;;;;6939;Складская техника;Вилочные погрузчики
13726;Автопогрузчик Yale GLP45VX6;Y;text;avtopogruzchik-Yale-GLP45VX6-2;500;;474;;;2837;;2300;;;1450;GM 4.3L;;;3256;;;;;;;;;;77;;4500;;;;июн.02;27.5 / 31.1;;;;22.7 / 23.2;;;;0.56 / 0.57;;Techtronix 100X;34100 / 20200;;;;6939;Складская техника;Вилочные погрузчики
13727;Автопогрузчик Yale GLP45VX6;Y;text;avtopogruzchik-Yale-GLP45VX6-3;500;;474;;;2837;;2300;;;1450;GM 4.3L;;;3256;;;;;;;;;;77;;4500;;;;июн.02;30.1 / 31.1;;;;22.7 / 23.2;;;;0.56 / 0.57;;Techtronix 200X;39400 / 20200;;;;6939;Складская техника;Вилочные погрузчики
13728;Автопогрузчик Yale GLP50VX;Y;text;avtopogruzchik-Yale-GLP50VX;500;;474;;;2877;;2300;;;1450;GM 4.3L;;;3299;;;;;;;;;;77;;5000;;;;июн.02;21.3 / 29.4;;;;18.2 / 18.5;;;;0.56 / 0.57;;Techtronix 100;28000 / 20000;;;;7244;Складская техника;Вилочные погрузчики
13916;Автопогрузчик Yale GLP50VX;Y;text;avtopogruzchik-Yale-GLP50VX-2;500;;474;;;2877;;2300;;;1450;GM 4.3L;;;3299;;;;;;;;;;77;;5000;;;;июн.02;25.5 / 29.4;;;;22.7 / 23.2;;;;0.56 / 0.57;;Techtronix 100X;34000 / 20000;;;;7244;Складская техника;Вилочные погрузчики
13917;Автопогрузчик Yale GLP50VX;Y;text;avtopogruzchik-Yale-GLP50VX-3;500;;474;;;2877;;2300;;;1450;GM 4.3L;;;3299;;;;;;;;;;77;;5000;;;;июн.02;26.4 / 29.4;;;;22.7 / 23.2;;;;0.56 / 0.57;;Techtronix 200X;39400 / 20000;;;;7244;Складская техника;Вилочные погрузчики
13731;Автопогрузчик Yale GLP55VX;Y;text;avtopogruzchik-Yale-GLP55VX;500;;474;;;2915;;2300;;;1450;GM 4.3L;;;3340;;;;;;;;;;77;;5500;;;;июн.02;21.7/27.7;;;;18.2 / 18.5;;;;0.56 / 0.57;;Techtronix 100;28000 / 19700;;;;7529;Складская техника;Вилочные погрузчики
13732;Автопогрузчик Yale GLP55VX;Y;text;avtopogruzchik-Yale-GLP55VX-2;500;;474;;;2915;;2300;;;1450;GM 4.3L;;;3340;;;;;;;;;;77;;5500;;;;июн.02;26.1 / 27.7;;;;22.7 / 23.2;;;;0.56 / 0.57;;Techtronix 100X;34000 / 19700;;;;7529;Складская техника;Вилочные погрузчики
13733;Автопогрузчик Yale GLP55VX;Y;text;avtopogruzchik-Yale-GLP55VX-3;500;;474;;;2915;;2300;;;1450;GM 4.3L;;;3340;;;;;;;;;;77;;5500;;;;июн.02;28.5 / 27.7;;;;22.7 / 23.2;;;;0.56 / 0.57;;Techtronix 200X;39400 / 19700;;;;7529;Складская техника;Вилочные погрузчики
13734;Автопогрузчик Yale GLP60VX;Y;text;avtopogruzchik-Yale-GLP60VX;500;;474;5321;;3320;;2531;;;2082;GM 4.3L;;;3605;;;;;;;;;;75;;6000;;;;июн.02;24,5 / 31,9;;;;22,0 / 22,5;;;;0,53 / 0,54;;двухскоростная АКПП с плавным реверсом;35500 / 27176;;;;8900;Складская техника;Вилочные погрузчики
13735;Автопогрузчик Yale GLP60VX;Y;text;avtopogruzchik-Yale-GLP60VX-2;500;;474;5321;;3320;;2531;;;2082;GM 4.3L;;;3605;;;;;;;;;;75;;6000;;;;июн.02;31,2 / 31,9;;;;25,1 / 25,7;;;;0,53 / 0,54;;Techtronix 332 (трехскоростная) / Techtronix 332+ (трехскоростная);44500 / 27176;;;;8900;Складская техника;Вилочные погрузчики
13736;Автопогрузчик Yale GLP70VX;Y;text;avtopogruzchik-Yale-GLP70VX;500;;474;5389;;3388;;2531;;;2082;GM 4.3L;;;3669;;;;;;;;;;75;;7000;;;;июн.02;22,1 / 29,1;;;;22,0 / 22,5;;;;0,53 / 0,54;;двухскоростная АКПП;35253 / 26476;;;;9410;Складская техника;Вилочные погрузчики
13737;Автопогрузчик Yale GLP70VX;Y;text;avtopogruzchik-Yale-GLP70VX-3;500;;474;5389;;3388;;2531;;;2082;GM 4.3L;;;3669;;;;;;;;;;75;;7000;;;;июн.02;25,1 / 29,1;;;;25,1 / 25,7;;;;0,53 / 0,54;;Techtronix 332 (трехскоростная) / Techtronix 332+ (трехскоростная);44500 / 26476;;;;9410;Складская техника;Вилочные погрузчики
13738;Автопогрузчик Yale GLP80VX-6;Y;text;avtopogruzchik-Yale-GLP80VX-6;500;;474;5686,5;;3673;;2531;;;2239;GM 5.7L;;;3896,5;;;;;;;;;;97;;8000;;;;авг.35;30,0 / 31,0;;;;22,9 / 23,5;;;;0,35 / 0,42;;Techtronix 332 / Techtronix 332+;53,0 / 32,0;;;;11340;Складская техника;Вилочные погрузчики
13739;Автопогрузчик Yale GLP80VX-9;Y;text;avtopogruzchik-Yale-GLP80VX-9;500;;474;5858,5;;3794;;2531;;;2239;GM 5.7L;;;4089;;;;;;;;;;97;;8000;;;;авг.35;28,0 / 27,0;;;;22,9 / 23,5;;;;0,36 / 0,44;;Techtronix 332 / Techtronix 332+;53,0 / 31,0;;;;12250;Складская техника;Вилочные погрузчики
13740;Автопогрузчик Yale GLP90VX-6;Y;text;avtopogruzchik-Yale-GLP90VX-6;500;;474;5736,5;;3723;;2531;;;2239;GM 5.7L;;;3958,1;;;;;;;;;;97;;9000;;;;авг.35;27,0 / 28,0;;;;22,9 / 23,5;;;;0,35 / 0,42;;Techtronix 332 / Techtronix 332+;53,0 / 31,0;;;;11705;Складская техника;Вилочные погрузчики
13741;Автопогрузчик Yale GLC 40VX;Y;text;avtopogruzchik-Yale-GLC-40VX;500;;474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Вилочные погрузчики
13742;Автопогрузчик Yale GLC 45VX;Y;text;avtopogruzchik-Yale-GLC-45VX;500;;474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Вилочные погрузчики
13743;Автопогрузчик Yale GLC 50VX;Y;text;avtopogruzchik-Yale-GLC-50VX;500;;474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Вилочные погрузчики
13744;Автопогрузчик Yale GLC 55VXS;Y;text;avtopogruzchik-Yale-GLC-55VXS;500;;474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Вилочные погрузчики
13745;Автопогрузчик Yale GLC 60VX;Y;text;avtopogruzchik-Yale-GLC-60VX;500;;474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Вилочные погрузчики
13746;Автопогрузчик Yale GLC 70VX;Y;text;avtopogruzchik-Yale-GLC-70VX;500;;474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Складская техника;Вилочные погрузчики
13747;Автопогрузчик Yale GDP40VX5;Y;text;avtopogruzchik-Yale-GDP40VX5;500;;474;5321;;2570;;2258;;;1402;Cummins QSB3.3L;;;2945;;;;;;;;;;60;;4000;;;;апр.61;27.1 / 29.6;;;;18.7 / 19.5;;;;0.60 / 0.66;;Techtronix 100;28600 / 17500;;;;6298;Складская техника;Вилочные погрузчики
13748;Автопогрузчик Yale GDP40VX5;Y;text;avtopogruzchik-Yale-GDP40VX5-2;500;;474;5321;;2570;;2258;;;1402;Cummins QSB3.3L;;;2945;;;;;;;;;;60;;4000;;;;апр.61;34.4 / 28.7;;;;20.7 / 21.6;;;;0.60 / 0.66;;Techtronix 100X;38700 / 18000;;;;6298;Складская техника;Вилочные погрузчики
13749;Автопогрузчик Yale GDP40VX5;Y;text;avtopogruzchik-Yale-GDP40VX5-3;500;;474;5321;;2570;;2258;;;1402;Cummins QSB3.3L;;;2945;;;;;;;;;;60;;4000;;;;апр.61;28.5 / 29.6;;;;19.6 / 20.4;;;;0.60 / 0.66;;Techtronix 200X;26700 / 17500;;;;6298;Складская техника;Вилочные погрузчики
13750;Автопогрузчик Yale GDP40VX6;Y;text;avtopogruzchik-Yale-GDP40VX6;500;;474;5321;;2599;;2258;;;1402;Cummins QSB3.3L;;;2976;;;;;;;;;;60;;4000;;;;апр.61;24.8 / 27.1;;;;18.7 / 19.5;;;;0.60 / 0.66;;Techtronix 100;28500 / 17000;;;;6672;Складская техника;Вилочные погрузчики
13751;Автопогрузчик Yale GDP40VX6;Y;text;avtopogruzchik-Yale-GDP40VX6-2;500;;474;5321;;2599;;2258;;;1402;Cummins QSB3.3L;;;2976;;;;;;;;;;60;;4000;;;;апр.61;34.4 / 28.7;;;;20.7 / 21.6;;;;0.60 / 0.66;;Techtronix 100X;38700 / 18000;;;;6672;Складская техника;Вилочные погрузчики
13752;Автопогрузчик Yale GDP40VX6;Y;text;avtopogruzchik-Yale-GDP40VX6-3;500;;474;5321;;2599;;2258;;;1402;Cummins QSB3.3L;;;2976;;;;;;;;;;60;;4000;;;;апр.61;27.4 / 28.7;;;;19.6 / 20.4;;;;0.60 / 0.66;;Techtronix 200X;26700 / 18000;;;;6672;Складская техника;Вилочные погрузчики
13753;Автопогрузчик Yale GDP45SVX5;Y;text;avtopogruzchik-Yale-GDP45SVX5;500;;474;5321;;2619;;2258;;;1402;Cummins QSB3.3L;;;2997;;;;;;;;;;60;;4500;;;;апр.61;24.8 / 27.1;;;;18.7 / 19.5;;;;0.48 / 0.53;;Techtronix 100;28500 / 17000;;;;6630;Складская техника;Вилочные погрузчики
13754;Автопогрузчик Yale GDP45SVX5;Y;text;avtopogruzchik-Yale-GDP45SVX5-2;500;;474;5321;;2619;;2258;;;1402;Cummins QSB3.3L;;;2997;;;;;;;;;;60;;4500;;;;апр.61;32.8 / 27.1;;;;20.7 / 21.6;;;;0.48 / 0.53;;Techtronix 100X;38700 / 17000;;;;6630;Складская техника;Вилочные погрузчики
13755;Автопогрузчик Yale GDP45SVX5;Y;text;avtopogruzchik-Yale-GDP45SVX5-3;500;;474;5321;;2619;;2258;;;1402;Cummins QSB3.3L;;;2997;;;;;;;;;;60;;4500;;;;апр.61;26.6 / 27.1;;;;19.6 / 20.4;;;;0.48 / 0.53;;Techtronix 200X;26700 / 17000;;;;6630;Складская техника;Вилочные погрузчики
13756;Автопогрузчик Yale GDP45VX6;Y;text;avtopogruzchik-Yale-GDP45VX6;500;;474;5321;;2837;;2300;;;1450;Cummins QSB3.3L;;;3256;;;;;;;;;;60;;4500;;;;апр.61;23.0 / 31.5;;;;18.1 / 18.4;;;;0.48 / 0.53;;Techtronix 100;29200 / 21300;;;;7224;Складская техника;Вилочные погрузчики
13757;Автопогрузчик Yale GDP45VX6;Y;text;avtopogruzchik-Yale-GDP45VX6-2;500;;474;5321;;2837;;2300;;;1450;Cummins QSB3.3L;;;3256;;;;;;;;;;60;;4500;;;;апр.61;27.4 / 31.5;;;;22.6 / 23.1;;;;0.4 0.53;;Techtronix 100X;35500 / 21300;;;;7224;Складская техника;Вилочные погрузчики
13758;Автопогрузчик Yale GDP45VX6;Y;text;avtopogruzchik-Yale-GDP45VX6-3;500;;474;5321;;2837;;2300;;;1450;Cummins QSB3.3L;;;3256;;;;;;;;;;60;;4500;;;;апр.61;23.0 / 31.5;;;;20.4 / 20.8;;;;0.48 / 0.53;;Techtronix 200X;25800 / 21300;;;;7224;Складская техника;Вилочные погрузчики
13759;Автопогрузчик Yale GDP50VX;Y;text;avtopogruzchik-Yale-GDP50VX;500;;474;5321;;2877;;2300;;;1450;Cummins QSB3.3L;;;3299;;;;;;;;;;60;;5000;;;;апр.61;21.5 / 29.6;;;;18.1 / 18.4;;;;0.48 / 0.53;;Techtronix 100;29100 / 20900;;;;7523;Складская техника;Вилочные погрузчики
13760;Автопогрузчик Yale GDP50VX;Y;text;avtopogruzchik-Yale-GDP50VX-2;500;;474;5321;;2877;;2300;;;1450;Cummins QSB3.3L;;;3299;;;;;;;;;;60;;5000;;;;апр.61;25.5 / 29.6;;;;22.6 / 23.1;;;;0.48 / 0.53;;Techtronix 100X;35400 / 20900;;;;7523;Складская техника;Вилочные погрузчики
13761;Автопогрузчик Yale GDP50VX;Y;text;avtopogruzchik-Yale-GDP50VX-3;500;;474;5321;;2877;;2300;;;1450;Cummins QSB3.3L;;;3299;;;;;;;;;;60;;5000;;;;апр.61;21.5 / 29.6;;;;20.4 / 20.8;;;;0.48 / 0.53;;Techtronix 200X;25800 / 20900;;;;7523;Складская техника;Вилочные погрузчики
